Allvar,Gullstrand,SE,SE,male,1911,medicine,1,Uppsala University,Uppsala,Sweden,Jun,68,49
Alexis,Carrel,FR,FR,male,1912,medicine,1,Rockefeller Institute for Medical Research,New York NY,USA,Jun,71,39
Charles,Richet,FR,FR,male,1913,medicine,1,Sorbonne University,Paris,France,Aug,85,63
Robert,Bárány,AT,SE,male,1914,medicine,1,Vienna University,Vienna,Austria,Apr,60,38
Jules,Bordet,BE,BE,male,1919,medicine,1,Brussels University,Brussels,Belgium,Jun,91,49
August,Krogh,DK,DK,male,1920,medicine,1,Copenhagen University,Copenhagen,Denmark,Nov,75,46
Archibald V.,Hill,GB,GB,male,1922,medicine,2,London University,London,United Kingdom,Sep,91,36
Otto,Meyerhof,DE,US,male,1922,medicine,2,Kiel University,Kiel,Germany,Apr,67,38
Frederick G.,Banting,CA,CA,male,1923,medicine,2,University of Toronto,Toronto,Canada,Nov,50,32
John,Macleod,GB,GB,male,1923,medicine,2,University of Toronto,Toronto,Canada,Sep,59,47
Willem,Einthoven,ID,NL,male,1924,medicine,1,Leiden University,Leiden,the Netherlands,May,67,64
Johannes,Fibiger,DK,DK,male,1926,medicine,1,Copenhagen University,Copenhagen,Denmark,Apr,61,59
Julius,Wagner-Jauregg,AT,AT,male,1927,medicine,1,Vienna University,Vienna,Austria,Mar,83,70
Charles,Nicolle,FR,TN,male,1928,medicine,1,Institut Pasteur,Tunis,Tunisia,Sep,70,62
Christiaan,Eijkman,NL,NL,male,1929,medicine,2,Utrecht University,Utrecht,the Netherlands,Aug,72,71
Sir Frederick,Hopkins,GB,GB,male,1929,medicine,2,University of Cambridge,Cambridge,United Kingdom,Jun,86,68
Karl,Landsteiner,AT,US,male,1930,medicine,1,Rockefeller Institute for Medical Research,New York NY,USA,Jun,75,62
Otto,Warburg,DE,DE,male,1931,medicine,1,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,Oct,87,48
Sir Charles,Sherrington,GB,GB,male,1932,medicine,2,University of Oxford,Oxford,United Kingdom,Nov,95,75
Edgar,Adrian,GB,GB,male,1932,medicine,2,University of Cambridge,Cambridge,United Kingdom,Nov,88,43
Thomas H.,Morgan,US,US,male,1933,medicine,1,California Institute of Technology (Caltech),Pasadena CA,USA,Sep,79,67
George H.,Whipple,US,US,male,1934,medicine,3,University of Rochester,Rochester NY,USA,Aug,98,56
George R.,Minot,US,US,male,1934,medicine,3,Harvard University,Cambridge MA,USA,Dec,65,49
William P.,Murphy,US,US,male,1934,medicine,3,Harvard University,Cambridge MA,USA,Feb,95,42
Hans,Spemann,DE,DE,male,1935,medicine,1,University of Freiburg im Breisgau,Breisgau,Germany,Jun,72,66
Sir Henry,Dale,GB,GB,male,1936,medicine,2,National Institute for Medical Research,London,United Kingdom,Jun,93,61
Otto,Loewi,DE,US,male,1936,medicine,2,Graz University,Graz,Austria,Jun,88,63
Albert,Szent-Györgyi,HU,US,male,1937,medicine,1,Szeged University,Szeged,Hungary,Sep,93,44
Corneille,Heymans,BE,BE,male,1938,medicine,1,Ghent University,Ghent,Belgium,Mar,76,46
Gerhard,Domagk,PL,DE,male,1939,medicine,1,Munster University,Munster,Germany,Oct,69,44
Henrik,Dam,DK,DK,male,1943,medicine,2,Polytechnic Institute,Copenhagen,Denmark,Feb,81,48
Edward A.,Doisy,US,US,male,1943,medicine,2,Saint Louis University,St. Louis MO,USA,Nov,93,50
Joseph,Erlanger,US,US,male,1944,medicine,2,Washington University,St. Louis MO,USA,Jan,91,70
Herbert S.,Gasser,US,US,male,1944,medicine,2,Rockefeller Institute for Medical Research,New York NY,USA,Jul,75,56
Sir Alexander,Fleming,GB,GB,male,1945,medicine,3,London University,London,United Kingdom,Aug,74,64
Ernst B.,Chain,DE,IE,male,1945,medicine,3,University of Oxford,Oxford,United Kingdom,Jun,73,39
Sir Howard,Florey,AU,GB,male,1945,medicine,3,University of Oxford,Oxford,United Kingdom,Sep,70,47
Hermann J.,Muller,US,US,male,1946,medicine,1,Indiana University,Bloomington IN,USA,Dec,77,56
Carl,Cori,CZ,US,male,1947,medicine,4,Washington University,St. Louis MO,USA,Dec,88,51
Gerty,Cori,CZ,US,female,1947,medicine,4,Washington University,St. Louis MO,USA,Aug,61,51
Bernardo,Houssay,AR,AR,male,1947,medicine,2,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,Apr,84,60
Paul,Müller,CH,CH,male,1948,medicine,1,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,Jan,66,49
Walter,Hess,CH,CH,male,1949,medicine,2,University of Zurich,Zurich,Switzerland,Mar,92,68
Egas,Moniz,PT,PT,male,1949,medicine,2,University of Lisbon,Lisbon,Portugal,Nov,81,75
Edward C.,Kendall,US,US,male,1950,medicine,3,Mayo Clinic,Rochester MN,USA,Mar,86,64
Tadeus,Reichstein,PL,CH,male,1950,medicine,3,Basel University,Basel,Switzerland,Jul,99,53
Philip S.,Hench,US,JM,male,1950,medicine,3,Mayo Clinic,Rochester MN,USA,Feb,69,54
Max,Theiler,ZA,US,male,1951,medicine,1,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA,Jan,73,52
Selman A.,Waksman,UA,US,male,1952,medicine,1,Rutgers University,New Brunswick NJ,USA,Jul,85,64
Hans,Krebs,DE,GB,male,1953,medicine,2,Sheffield University,Sheffield,United Kingdom,Aug,81,53
Fritz,Lipmann,RU,US,male,1953,medicine,2,Harvard Medical School,Boston MA,USA,Jun,87,54
John F.,Enders,US,US,male,1954,medicine,3,Harvard Medical School,Boston MA,USA,Feb,88,57
Thomas H.,Weller,US,US,male,1954,medicine,3,Research Division of Infectious Diseases Children's Medical Center,Boston MA,USA,Jun,93,39
Frederick C.,Robbins,US,US,male,1954,medicine,3,Western Reserve University,Cleveland OH,USA,Aug,87,38
Hugo,Theorell,SE,SE,male,1955,medicine,1,Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden,Jul,79,52
André F.,Cournand,FR,US,male,1956,medicine,3,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,New York NY,USA,Sep,93,61
Werner,Forssmann,DE,DE,male,1956,medicine,3,Mainz University,Mainz,Germany,Aug,75,52
Dickinson W.,Richards,US,US,male,1956,medicine,3,Columbia University,New York NY,USA,Oct,78,61
Daniel,Bovet,CH,IT,male,1957,medicine,1,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,Mar,85,50
George,Beadle,US,US,male,1958,medicine,4,California Institute of Technology (Caltech),Pasadena CA,USA,Oct,86,55
Edward,Tatum,US,US,male,1958,medicine,4,Rockefeller Institute for Medical Research,New York NY,USA,Dec,66,49
Joshua,Lederberg,US,US,male,1958,medicine,2,University of Wisconsin,Madison WI,USA,May,83,33
Severo,Ochoa,ES,ES,male,1959,medicine,2,New York University College of Medicine,New York NY,USA,Sep,88,54
Arthur,Kornberg,US,US,male,1959,medicine,2,Stanford University,Stanford CA,USA,Mar,89,41
Sir Frank Macfarlane,Burnet,AU,AU,male,1960,medicine,2,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,Sep,86,61
Peter,Medawar,BR,GB,male,1960,medicine,2,University College,London,United Kingdom,Feb,72,45
Georg,von Békésy,HU,US,male,1961,medicine,1,Harvard University,Cambridge MA,USA,Jun,73,62
Francis,Crick,GB,US,male,1962,medicine,3,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Jun,88,46
Maurice,Wilkins,NZ,GB,male,1962,medicine,3,London University,London,United Kingdom,Dec,88,46
Sir John,Eccles,AU,CH,male,1963,medicine,3,Australian National University,Canberra,Australia,Jan,94,60
Alan,Hodgkin,GB,GB,male,1963,medicine,3,University of Cambridge,Cambridge,United Kingdom,Feb,84,49
Andrew,Huxley,GB,GB,male,1963,medicine,3,University College,London,United Kingdom,Nov,95,46
Konrad,Bloch,PL,US,male,1964,medicine,2,Harvard University,Cambridge MA,USA,Jan,88,52
Feodor,Lynen,DE,DE,male,1964,medicine,2,Max-Planck-Institut für Zellchemie,Munich,Germany,Apr,68,53
François,Jacob,FR,FR,male,1965,medicine,3,Institut Pasteur,Paris,France,Jun,93,45
André,Lwoff,FR,FR,male,1965,medicine,3,Institut Pasteur,Paris,France,May,92,63
Jacques,Monod,FR,FR,male,1965,medicine,3,Institut Pasteur,Paris,France,Feb,66,55
Peyton,Rous,US,US,male,1966,medicine,2,Rockefeller University,New York NY,USA,Oct,91,87
Charles B.,Huggins,CA,US,male,1966,medicine,2,University of Chicago Ben May Laboratory for Cancer Research,Chicago IL,USA,Sep,96,65
Ragnar,Granit,FI,SE,male,1967,medicine,3,Karolinska Institutet,Stockholm,Sweden,Oct,91,67
Keffer,Hartline,US,US,male,1967,medicine,3,Rockefeller University,New York NY,USA,Dec,80,64
George,Wald,US,US,male,1967,medicine,3,Harvard University,Cambridge MA,USA,Nov,91,61
Robert W.,Holley,US,US,male,1968,medicine,3,Cornell University,Ithaca NY,USA,Jan,71,46
H. Gobind,Khorana,IN,US,male,1968,medicine,3,University of Wisconsin,Madison WI,USA,Jan,89,46
Marshall W.,Nirenberg,US,US,male,1968,medicine,3,National Institutes of Health,Bethesda MD,USA,Apr,83,41
Max,Delbrück,DE,US,male,1969,medicine,3,California Institute of Technology (Caltech),Pasadena CA,USA,Sep,75,63
Alfred D.,Hershey,US,US,male,1969,medicine,3,Carnegie Institution of Washington,Long Island New York NY,USA,Dec,89,61
Salvador E.,Luria,IT,US,male,1969,medicine,3,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Aug,79,57
Sir Bernard,Katz,DE,GB,male,1970,medicine,3,University College,London,United Kingdom,Mar,92,59
Ulf,von Euler,SE,SE,male,1970,medicine,3,Karolinska Institutet,Stockholm,Sweden,Feb,78,65
Julius,Axelrod,US,US,male,1970,medicine,3,National Institutes of Health,Bethesda MD,USA,May,92,58
Earl W.,Sutherland Jr.,US,US,male,1971,medicine,1,Vanderbilt University,Nashville TN,USA,Nov,59,56
Gerald M.,Edelman,US,US,male,1972,medicine,2,Rockefeller University,New York NY,USA,Jul,85,43
Rodney R.,Porter,GB,GB,male,1972,medicine,2,University of Oxford,Oxford,United Kingdom,Oct,68,55
Karl,von Frisch,AT,DE,male,1973,medicine,3,Zoologisches Institut der Universität München,Munich,Germany,Nov,96,87
Konrad,Lorenz,AT,AT,male,1973,medicine,3,Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften Forschungsstelle für Ethologie,Altenberg; Grünau im Almtal,Austria,Nov,86,70
Nikolaas,Tinbergen,NL,GB,male,1973,medicine,3,University of Oxford,Oxford,United Kingdom,Apr,81,66
Albert,Claude,BE,BE,male,1974,medicine,3,Université Catholique de Louvain,Louvain,Belgium,Aug,85,76
Christian,de Duve,GB,BE,male,1974,medicine,3,Rockefeller University,New York NY,USA,Oct,96,57
George E.,Palade,RO,US,male,1974,medicine,3,Yale University School of Medicine,New Haven CT,USA,Nov,96,62
Renato,Dulbecco,IT,US,male,1975,medicine,3,Imperial Cancer Research Fund Laboratory,London,United Kingdom,Feb,98,61
Howard M.,Temin,US,US,male,1975,medicine,3,University of Wisconsin,Madison WI,USA,Dec,60,41
Baruch S.,Blumberg,US,US,male,1976,medicine,2,The Institute for Cancer Research,Philadelphia PA,USA,Jul,86,51
D. Carleton,Gajdusek,US,NO,male,1976,medicine,2,National Institutes of Health,Bethesda MD,USA,Sep,85,53
Rosalyn,Yalow,US,US,female,1977,medicine,2,Veterans Administration Hospital,Bronx NY,USA,Jul,90,56
Daniel,Nathans,US,US,male,1978,medicine,3,Johns Hopkins University School of Medicine,Baltimore MD,USA,Oct,71,50
Allan M.,Cormack,ZA,US,male,1979,medicine,2,Tufts University,Medford MA,USA,Feb,74,55
Godfrey N.,Hounsfield,GB,GB,male,1979,medicine,2,Central Research Laboratories EMI,London,United Kingdom,Aug,85,60
Baruj,Benacerraf,VE,US,male,1980,medicine,3,Harvard Medical School,Boston MA,USA,Oct,91,60
Jean,Dausset,FR,ES,male,1980,medicine,3,Université de Paris Laboratoire Immuno-Hématologie,Paris,France,Oct,93,64
George D.,Snell,US,US,male,1980,medicine,3,Jackson Laboratory,Bar Harbor ME,USA,Dec,93,77
Roger W.,Sperry,US,US,male,1981,medicine,2,California Institute of Technology (Caltech),Pasadena CA,USA,Aug,81,68
David H.,Hubel,CA,US,male,1981,medicine,4,Harvard Medical School,Boston MA,USA,Feb,87,55
Sune K.,Bergström,SE,SE,male,1982,medicine,3,Karolinska Institutet,Stockholm,Sweden,Jan,88,66
John R.,Vane,GB,GB,male,1982,medicine,3,The Wellcome Research Laboratories,Beckenham,United Kingdom,Mar,77,55
Barbara,McClintock,US,US,female,1983,medicine,1,Cold Spring Harbor Laboratory,Cold Spring Harbor NY,USA,Jun,90,81
Niels K.,Jerne,GB,FR,male,1984,medicine,3,Basel Institute for Immunology,Basel,Switzerland,Dec,83,73
Georges J.F.,Köhler,DE,DE,male,1984,medicine,3,Basel Institute for Immunology,Basel,Switzerland,Apr,49,38
César,Milstein,AR,GB,male,1984,medicine,3,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,Oct,75,57
Stanley,Cohen,US,US,male,1986,medicine,2,Vanderbilt University School of Medicine,Nashville TN,USA,Nov,98,64
Rita,Levi-Montalcini,IT,IT,female,1986,medicine,2,Institute of Cell Biology of the C.N.R.,Rome,Italy,Apr,103,77
Gertrude B.,Elion,US,US,female,1988,medicine,3,Wellcome Research Laboratories,Research Triangle Park NC,USA,Jan,81,70
George H.,Hitchings,US,US,male,1988,medicine,3,Wellcome Research Laboratories,Research Triangle Park NC,USA,Apr,93,83
Joseph E.,Murray,US,US,male,1990,medicine,2,Brigham and Women's Hospital,Boston MA,USA,Apr,93,71
E. Donnall,Thomas,US,US,male,1990,medicine,2,Fred Hutchinson Cancer Research Center,Seattle WA,USA,Mar,92,70
Edwin G.,Krebs,US,US,male,1992,medicine,2,University of Washington,Seattle WA,USA,Jun,91,74
Alfred G.,Gilman,US,US,male,1994,medicine,2,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,Jul,74,53
Martin,Rodbell,US,US,male,1994,medicine,2,National Institute of Environmental Health Sciences,Research Triangle Park NC,USA,Dec,73,69
Edward B.,Lewis,US,US,male,1995,medicine,3,California Institute of Technology (Caltech),Pasadena CA,USA,May,86,77
Robert F.,Furchgott,US,US,male,1998,medicine,3,SUNY Health Science Center,Brooklyn NY,USA,Jun,93,82
Günter,Blobel,PL,US,male,1999,medicine,1,Rockefeller University,New York NY,USA,May,82,63
Louis,Renault,FR,FR,male,1907,peace,2,Sorbonne University,Paris,France,May,75,64
Nicholas Murray,Butler,US,US,male,1931,peace,2,Columbia University,New York NY,USA,Apr,85,69
Ralph,Bunche,US,US,male,1950,peace,1,Harvard University,Cambridge MA,USA,Aug,67,46
Ragnar,Frisch,NO,NO,male,1969,economics,2,University of Oslo,Oslo,Norway,Mar,78,74
Jan,Tinbergen,NL,NL,male,1969,economics,2,The Netherlands School of Economics,Rotterdam,the Netherlands,Apr,91,66
Paul A.,Samuelson,US,US,male,1970,economics,1,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,May,94,55
Simon,Kuznets,BY,US,male,1971,economics,1,Harvard University,Cambridge MA,USA,Apr,84,70
John R.,Hicks,GB,GB,male,1972,economics,2,All Souls College,Oxford,United Kingdom,Apr,85,68
Kenneth J.,Arrow,US,US,male,1972,economics,2,Harvard University,Cambridge MA,USA,Aug,96,51
Wassily,Leontief,RU,US,male,1973,economics,1,Harvard University,Cambridge MA,USA,Aug,93,67
Leonid Vitaliyevich,Kantorovich,RU,RU,male,1975,economics,2,Academy of Sciences,Moscow,USSR (now Russia),Jan,74,63
Tjalling C.,Koopmans,NL,US,male,1975,economics,2,Yale University,New Haven CT,USA,Aug,75,65
Milton,Friedman,US,US,male,1976,economics,1,University of Chicago,Chicago IL,USA,Jul,94,64
Bertil,Ohlin,SE,SE,male,1977,economics,2,Stockholm School of Economics,Stockholm,Sweden,Apr,80,78
James E.,Meade,GB,GB,male,1977,economics,2,University of Cambridge,Cambridge,United Kingdom,Jun,88,70
Herbert,Simon,US,US,male,1978,economics,1,Carnegie Mellon University,Pittsburgh PA,USA,Jun,85,62
Theodore W.,Schultz,US,US,male,1979,economics,2,University of Chicago,Chicago IL,USA,Apr,96,77
Sir Arthur,Lewis,LC,BB,male,1979,economics,2,Princeton University,Princeton NJ,USA,Jan,76,64
Lawrence R.,Klein,US,US,male,1980,economics,1,University of Pennsylvania,Philadelphia PA,USA,Sep,93,60
James,Tobin,US,US,male,1981,economics,1,Yale University,New Haven CT,USA,Mar,84,63
George J.,Stigler,US,US,male,1982,economics,1,University of Chicago,Chicago IL,USA,Jan,80,71
Gerard,Debreu,FR,FR,male,1983,economics,1,University of California,Berkeley CA,USA,Jul,83,62
Richard,Stone,GB,GB,male,1984,economics,1,University of Cambridge,Cambridge,United Kingdom,Aug,78,71
Franco,Modigliani,IT,US,male,1985,economics,1,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,Jun,85,67
James M.,Buchanan Jr.,US,US,male,1986,economics,1,Center for Study of Public Choice,Fairfax VA,USA,Oct,94,67
Maurice,Allais,FR,FR,male,1988,economics,1,École Nationale Supérieur des Mines de Paris,Paris,France,May,99,77
Trygve,Haavelmo,NO,NO,male,1989,economics,1,University of Oslo,Oslo,Norway,Dec,88,78
Merton H.,Miller,US,US,male,1990,economics,3,University of Chicago,Chicago IL,USA,May,77,67
Ronald H.,Coase,GB,US,male,1991,economics,1,University of Chicago,Chicago IL,USA,Dec,103,81
Gary,Becker,US,US,male,1992,economics,1,University of Chicago,Chicago IL,USA,Dec,84,62
Robert W.,Fogel,US,US,male,1993,economics,2,University of Chicago,Chicago IL,USA,Jul,86,66
Douglass C.,North,US,US,male,1993,economics,2,Washington University,St. Louis MO,USA,Nov,95,73
John C.,Harsanyi,HU,US,male,1994,economics,3,University of California,Berkeley CA,USA,May,80,74
John F.,Nash Jr.,US,US,male,1994,economics,3,Princeton University,Princeton NJ,USA,Jun,87,66
Reinhard,Selten,PL,PL,male,1994,economics,3,Rheinische Friedrich-Wilhelms-Universität,Bonn,Germany,Oct,86,64
James A.,Mirrlees,GB,GB,male,1996,economics,2,University of Cambridge,Cambridge,United Kingdom,Jul,82,60
William,Vickrey,CA,US,male,1996,economics,2,Columbia University,New York NY,USA,Jun,82,82
Il´ja M.,Frank,RU,RU,male,1958,physics,3,Lomonosov Moscow State University,Moscow,USSR (now Russia),Oct,82,50
Arvid,Carlsson,SE,SE,male,2000,medicine,3,Göteborg University,Gothenburg,Sweden,Jan,95,77
Paul,Greengard,US,US,male,2000,medicine,3,Rockefeller University,New York NY,USA,Dec,94,75
Zhores,Alferov,BY,RU,male,2000,physics,4,A.F. Ioffe Physico-Technical Institute,St. Petersburg,Russia,Mar,89,70
Jack,Kilby,US,US,male,2000,physics,2,Texas Instruments,Dallas TX,USA,Nov,82,77
Alan,MacDiarmid,NZ,US,male,2000,chemistry,3,University of Pennsylvania,Philadelphia PA,USA,Apr,80,73
Sydney,Brenner,ZA,SG,male,2002,medicine,3,The Molecular Sciences Institute,Berkeley CA,USA,Jan,92,75
Raymond,Davis Jr.,US,US,male,2002,physics,4,University of Pennsylvania,Philadelphia PA,USA,Oct,92,88
Riccardo,Giacconi,IT,US,male,2002,physics,2,Associated Universities Inc.,Washington DC,USA,Oct,87,71
John B.,Fenn,US,US,male,2002,chemistry,4,Virginia Commonwealth University,Richmond VA,USA,Jun,93,85
Paul C.,Lauterbur,US,US,male,2003,medicine,2,University of Illinois,Urbana IL,USA,May,78,74
Clive W.J.,Granger,GB,US,male,2003,economics,2,University of California,San Diego CA,USA,Sep,75,69
Irwin,Rose,US,US,male,2004,chemistry,3,University of California,Irvine CA,USA,Jul,89,78
Roy J.,Glauber,US,US,male,2005,physics,2,Harvard University,Cambridge MA,USA,Sep,93,80
Yves,Chauvin,BE,FR,male,2005,chemistry,3,Institut Français du Pétrole,Rueil-Malmaison,France,Oct,85,75
Thomas C.,Schelling,US,US,male,2005,economics,2,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA,Apr,95,84
Oliver,Smithies,GB,US,male,2007,medicine,3,University of North Carolina,Chapel Hill NC,USA,Jun,92,82
Peter,Grünberg,CZ,DE,male,2007,physics,2,Forschungszentrum J&uuml;lich,Jülich,Germany,May,79,68
Leonid,Hurwicz,RU,US,male,2007,economics,3,University of Minnesota,Minneapolis MN,USA,Aug,91,90
Yoichiro,Nambu,JP,JP,male,2008,physics,2,Enrico Fermi Institute University of Chicago,Chicago IL,USA,Jan,94,87
Osamu,Shimomura,JP,JP,male,2008,chemistry,3,Marine Biological Laboratory (MBL),Woods Hole MA,USA,Aug,90,80
Roger Y.,Tsien,US,US,male,2008,chemistry,3,University of California,San Diego CA,USA,Feb,64,56
Willard S.,Boyle,CA,CA,male,2009,physics,4,Bell Laboratories,Murray Hill NJ,USA,Aug,87,85
Thomas A.,Steitz,US,US,male,2009,chemistry,3,Yale University,New Haven CT,USA,Aug,78,69
Elinor,Ostrom,US,US,female,2009,economics,2,Indiana University,Bloomington IN,USA,Aug,79,76
Robert G.,Edwards,GB,GB,male,2010,medicine,1,University of Cambridge,Cambridge,United Kingdom,Sep,88,85
Dale T.,Mortensen,US,US,male,2010,economics,3,Northwestern University,Evanston IL,USA,Feb,75,71
Lloyd S.,Shapley,US,US,male,2012,economics,2,University of California,Los Angeles CA,USA,Jun,93,89
David J.,Thouless,GB,GB,male,2016,physics,2,University of Washington,Seattle WA,USA,Sep,85,82
